hs6,destination_iso3,model_rank,opportunity_score,ranker_score,predicted_export_usd,model_name
620442,BGD,10,0.0,-1.31396,102350.88,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620443,USA,1,100.0,1.66528,98028640.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620443,DEU,2,75.7,0.95274,48138200.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620443,GBR,3,75.4,0.94376,48138200.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620443,ARE,4,74.2,0.90803,73977270.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620443,SAU,5,52.8,0.27756,15597900.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620443,NLD,6,47.7,0.1287,12665411.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620443,HKG,7,24.7,-0.54794,2518633.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620443,SGP,8,23.0,-0.59602,1092551.2,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620443,CHN,9,19.8,-0.69166,828853.6,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620443,BGD,10,0.0,-1.27224,199612.78,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620520,USA,1,100.0,1.83752,187263440.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620520,DEU,2,76.8,1.17327,76645190.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620520,ARE,3,65.5,0.85188,23489700.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620520,GBR,4,62.4,0.76187,40691516.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620520,NLD,5,61.2,0.72831,41613920.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620520,SAU,6,37.8,0.06062,13414516.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620520,SGP,7,27.9,-0.22197,8251086.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620520,CHN,8,20.6,-0.43191,2478081.8,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620520,HKG,9,20.2,-0.44181,3397531.2,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620520,BGD,10,0.0,-1.01974,275503.6,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620630,USA,1,100.0,1.80196,187263440.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620630,DEU,2,80.0,1.17342,88624350.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620630,GBR,3,74.3,0.99311,47694030.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620630,NLD,4,56.4,0.43129,23299344.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620630,ARE,5,43.1,0.01188,8919647.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620630,SAU,6,39.6,-0.09933,8796783.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620630,CHN,7,29.5,-0.41781,2384994.2,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620630,HKG,8,27.9,-0.46786,2974932.2,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620630,SGP,9,27.8,-0.4699,3035225.2,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
620630,BGD,10,0.0,-1.3449,36372.98,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710231,ARE,1,100.0,1.40791,203862740.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710231,HKG,2,74.5,0.70426,41181540.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710231,SGP,3,68.6,0.54208,13999425.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710231,USA,4,33.3,-0.43037,445947.8,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710231,SAU,5,22.1,-0.74033,2355.75,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710231,CHN,6,19.6,-0.80933,2820.59,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710231,DEU,7,19.4,-0.81501,676.88,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710231,NLD,8,16.6,-0.89197,11.59,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710231,GBR,9,15.6,-0.91853,2918.27,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710231,BGD,10,0.0,-1.34879,10.66,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710239,USA,1,100.0,2.37744,2600948500.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710239,HKG,2,90.0,1.99728,1967298700.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710239,ARE,3,84.7,1.79781,1190469400.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710239,CHN,4,77.5,1.52667,236864100.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710239,GBR,5,70.5,1.26058,189662500.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710239,SGP,6,60.2,0.87019,36647396.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710239,DEU,7,58.3,0.80119,39701996.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710239,NLD,8,48.8,0.4395,22646336.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710239,SAU,9,39.3,0.08074,8464367.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710239,BGD,10,0.0,-1.40594,4.96,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710490,USA,1,100.0,2.02939,326286620.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710490,HKG,2,77.6,1.2844,182574500.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710490,ARE,3,76.8,1.26056,143253810.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710490,GBR,4,56.6,0.58808,35519196.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710490,CHN,5,47.1,0.27428,20095792.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710490,SGP,6,43.1,0.13911,10543986.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710490,NLD,7,37.7,-0.03924,3654103.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710490,DEU,8,32.4,-0.21439,2491971.8,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710490,SAU,9,16.7,-0.73679,108758.19,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
710490,BGD,10,0.0,-1.29117,11.66,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711311,USA,1,100.0,1.85182,255597300.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711311,HKG,2,99.6,1.84046,337711650.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711311,GBR,3,71.7,0.99359,48138200.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711311,DEU,4,56.5,0.53395,22051256.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711311,ARE,5,40.3,0.04317,8011014.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711311,NLD,6,28.7,-0.30665,2869267.8,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711311,SGP,7,26.8,-0.36596,2498723.2,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711311,CHN,8,20.8,-0.54589,934962.2,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711311,SAU,9,20.4,-0.55929,688190.25,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711311,BGD,10,0.0,-1.17612,175.03,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711319,USA,1,100.0,2.10678,1952026100.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711319,ARE,2,97.0,2.00906,2530980600.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711319,SGP,3,88.2,1.72429,354978800.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711319,HKG,4,85.6,1.64104,440041660.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711319,GBR,5,80.6,1.47782,255695300.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711319,SAU,6,71.5,1.18297,178463940.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711319,DEU,7,63.1,0.91011,47186870.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711319,NLD,8,43.6,0.28003,20492848.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711319,CHN,9,41.0,0.19554,7512105.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
711319,BGD,10,0.0,-1.13349,382.47,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720230,ARE,1,100.0,0.94816,71399220.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720230,BGD,2,86.0,0.675,14931844.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720230,NLD,3,81.6,0.58916,36660190.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720230,SAU,4,70.5,0.37074,10939258.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720230,USA,5,69.8,0.35805,10391967.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720230,DEU,6,66.4,0.29173,10058187.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720230,GBR,7,52.2,0.01436,3424609.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720230,CHN,8,40.3,-0.21867,1934902.1,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720230,SGP,9,36.4,-0.29504,648280.4,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720230,HKG,10,0.0,-1.00695,9.6,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720711,GBR,1,100.0,0.17428,1341131.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720711,SAU,2,69.4,-0.25558,545096.6,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720711,ARE,3,64.5,-0.32491,32313.77,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720711,USA,4,62.5,-0.35264,552557.6,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720711,DEU,5,42.7,-0.63193,75665.64,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720711,SGP,6,34.5,-0.74651,175.32,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720711,HKG,7,27.4,-0.84616,60.42,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720711,NLD,8,22.3,-0.91874,63.14,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720711,CHN,9,10.5,-1.08455,331.72,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720711,BGD,10,0.0,-1.23206,4.96,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720719,SAU,1,100.0,0.46815,6444800.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720719,ARE,2,54.5,-0.38083,58400.99,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720719,USA,3,53.0,-0.40864,445703.3,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720719,GBR,4,51.1,-0.44387,495409.53,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720719,DEU,5,45.7,-0.54486,455450.38,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720719,SGP,6,42.5,-0.60409,99025.46,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720719,NLD,7,32.3,-0.79392,24307.92,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720719,CHN,8,28.2,-0.871,3849.06,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720719,HKG,9,19.7,-1.03036,38.43,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720719,BGD,10,0.0,-1.39733,9.76,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720839,ARE,1,100.0,0.79177,16356438.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720839,GBR,2,89.5,0.59572,14184425.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720839,SAU,3,66.1,0.16094,1162554.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720839,DEU,4,39.2,-0.33992,1144192.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720839,USA,5,24.9,-0.60654,25834.82,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720839,BGD,6,20.0,-0.6978,374979.1,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720839,NLD,7,14.9,-0.79299,145.35,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720839,SGP,8,12.3,-0.84058,2410.74,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720839,CHN,9,10.0,-0.88407,679.36,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
720839,HKG,10,0.0,-1.07048,8.14,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
721049,GBR,1,100.0,1.17609,86130460.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
721049,ARE,2,62.1,0.39704,19186916.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
721049,DEU,3,32.3,-0.216,3850208.8,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
721049,SAU,4,27.0,-0.32641,1794418.8,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
721049,USA,5,20.7,-0.45457,485529.12,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
721049,BGD,6,14.0,-0.59218,583577.7,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
721049,CHN,7,12.1,-0.63282,285535.53,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
721049,SGP,8,8.4,-0.70776,38402.85,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
721049,HKG,9,4.9,-0.7808,5143.05,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
721049,NLD,10,0.0,-0.88098,2390.01,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840890,USA,1,100.0,1.44234,75341864.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840890,CHN,2,93.3,1.29074,195258740.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840890,ARE,3,65.1,0.65573,35650124.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840890,GBR,4,58.6,0.50994,21603682.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840890,DEU,5,56.2,0.45634,13626752.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840890,SAU,6,47.4,0.25703,19086796.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840890,SGP,7,42.0,0.13515,12522583.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840890,NLD,8,19.7,-0.36579,2349613.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840890,HKG,9,8.2,-0.62636,666311.1,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840890,BGD,10,0.0,-0.80993,120292.63,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840999,USA,1,100.0,1.97992,270778300.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840999,GBR,2,74.1,1.26446,102456220.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840999,DEU,3,70.7,1.16898,76848810.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840999,SGP,4,48.8,0.56615,34187744.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840999,ARE,5,47.4,0.52785,26650338.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840999,CHN,6,40.3,0.33075,18500084.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840999,NLD,7,34.5,0.17001,12966726.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840999,BGD,8,31.7,0.09214,11773395.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840999,SAU,9,19.4,-0.24647,4438431.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
840999,HKG,10,0.0,-0.78323,150059.33,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
841112,SGP,1,100.0,1.69852,236567920.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
841112,USA,2,98.6,1.65871,203497550.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
841112,GBR,3,82.7,1.21534,192478820.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
841112,DEU,4,81.5,1.18086,87247200.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
841112,HKG,5,58.0,0.52587,5073128.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
841112,SAU,6,50.8,0.32533,324740.1,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
841112,CHN,7,47.0,0.21811,7223074.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
841112,NLD,8,39.5,0.00959,1580301.1,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
841112,ARE,9,35.4,-0.10476,4637546.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
841112,BGD,10,0.0,-1.09481,14.76,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848180,USA,1,100.0,1.82529,230850800.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848180,ARE,2,69.7,1.14227,99271610.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848180,SAU,3,68.9,1.12524,96061656.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848180,CHN,4,64.7,1.02988,73457176.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848180,SGP,5,51.7,0.73667,39789860.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848180,GBR,6,51.5,0.73109,36029788.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848180,DEU,7,38.6,0.44086,20305040.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848180,NLD,8,29.4,0.23382,14694040.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848180,BGD,9,24.1,0.11345,12369540.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848180,HKG,10,0.0,-0.42873,2624872.8,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848340,USA,1,100.0,2.0522,343002340.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848340,DEU,2,71.4,1.19662,90004700.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848340,GBR,3,48.9,0.52223,23579656.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848340,CHN,4,45.6,0.42424,20364888.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848340,NLD,5,31.5,0.00357,8332750.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848340,ARE,6,29.9,-0.04469,8802238.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848340,SGP,7,21.4,-0.29931,4275686.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848340,SAU,8,20.0,-0.34227,2794101.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848340,BGD,9,19.2,-0.36596,2570705.2,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
848340,HKG,10,0.0,-0.9399,1191.85,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850300,USA,1,100.0,1.8588,263389100.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850300,DEU,2,81.0,1.34863,131501720.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850300,GBR,3,41.8,0.29879,13052358.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850300,CHN,4,39.2,0.22854,13857059.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850300,SAU,5,27.7,-0.08146,8699299.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850300,ARE,6,24.2,-0.17513,3134902.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850300,NLD,7,21.5,-0.2458,4371942.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850300,SGP,8,17.0,-0.36636,3019801.5,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850300,BGD,9,8.5,-0.5955,528039.6,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850300,HKG,10,0.0,-0.8233,117047.8,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850440,USA,1,100.0,2.09298,426407840.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850440,NLD,2,62.2,1.2462,100768770.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850440,CHN,3,56.8,1.12396,89432980.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850440,DEU,4,47.0,0.9055,54486276.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850440,SGP,5,44.1,0.83975,46965536.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850440,GBR,6,37.1,0.68392,35908836.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850440,HKG,7,29.2,0.50643,27509370.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850440,ARE,8,26.9,0.45536,25633972.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850440,BGD,9,25.5,0.42266,23758110.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
850440,SAU,10,0.0,-0.14854,8372810.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851712,USA,1,100.0,2.085,1107144800.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851712,ARE,2,87.4,1.7831,1388872100.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851712,GBR,3,84.0,1.70203,1215311500.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851712,DEU,4,83.3,1.68438,457713200.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851712,NLD,5,81.7,1.64782,1280621800.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851712,SAU,6,72.7,1.43103,280111140.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851712,CHN,7,40.9,0.67075,21941000.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851712,HKG,8,40.1,0.65157,47060050.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851712,SGP,9,19.7,0.16473,14532353.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851712,BGD,10,0.0,-0.30718,2171630.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851762,USA,1,100.0,2.06631,980829250.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851762,HKG,2,81.3,1.60637,458433150.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851762,NLD,3,71.0,1.35442,130188504.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851762,SGP,4,56.6,0.99866,49809710.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851762,ARE,5,56.3,0.99302,54883252.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851762,CHN,6,46.7,0.75656,44632110.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851762,GBR,7,32.0,0.39589,21517364.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851762,DEU,8,27.3,0.27873,20545212.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851762,SAU,9,16.5,0.01426,9272011.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851762,BGD,10,0.0,-0.39094,2458047.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851770,USA,1,100.0,1.55564,95546720.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851770,CHN,2,89.3,1.33637,175665250.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851770,HKG,3,71.6,0.97657,49667124.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851770,NLD,4,50.6,0.54799,25857402.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851770,GBR,5,49.1,0.51707,25448804.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851770,ARE,6,24.2,0.00741,8763858.0,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
851770,DEU,7,11.3,-0.25544,3347391.2,XGBRanker(rank:pairwise) v4 [rank]; XGBRegressor v4 [value]
